design_id,emotion,buyer_identity,design_style,composition,color_count,text_present,source
1425,REBELLIOUS,producer,line art,scattered,5,False,generation_birth
1426,proud,producer,watercolor,full bleed,5,True,generation_birth
1427,PROUD,SAXOPHONIST,retro,centered stack,4,False,generation_birth
1428,REBELLIOUS,CLASSICAL MUSICIAN,BOLD GRAPHIC,badge,6,False,generation_birth
1429,chill,producer,retro,scattered,6,False,generation_birth
1430,PROUD,country fan,watercolor,full bleed,6,True,generation_birth
1431,proud,Classical Musician,Vintage,badge,3,True,generation_birth
1432,proud,saxophonist,line_art,badge,3,False,generation_birth
1433,funny,Producer,watercolor,badge,3,True,generation_birth
1434,NOSTALGIC,METALHEAD,vintage,badge,5,False,generation_birth
1435,proud,guitarist,distressed,scattered,4,True,generation_birth
1436,nostalgic,Country Fan,retro,centered stack,3,True,generation_birth
1437,CHILL,classical_musician,bold graphic,badge,2,False,generation_birth
1438,proud,producer,line_art,badge,2,True,generation_birth
1439,chill,country fan,LINE ART,full bleed,5,True,generation_birth
1440,rebellious,guitarist,WATERCOLOR,centered stack,6,True,generation_birth
1441,funny,vinyl collector,distressed,full bleed,6,True,generation_birth
1442,REBELLIOUS,Saxophonist,Vintage,scattered,2,False,generation_birth
1443,nostalgic,Classical Musician,vintage,full bleed,1,False,generation_birth
1444,rebellious,classical musician,line art,full bleed,5,False,generation_birth
1445,rebellious,PRODUCER,watercolor,centered stack,3,True,generation_birth
1446,PROUD,Country Fan,Bold Graphic,centered stack,2,True,generation_birth
1447,proud,country fan,retro,scattered,3,False,generation_birth
1448,proud,saxophonist,Line Art,full bleed,4,True,generation_birth
1449,Rebellious,metalhead,line art,centered stack,1,True,generation_birth
1450,proud,metalhead,distressed,badge,2,True,generation_birth
1451,REBELLIOUS,drummer,watercolor,centered stack,6,True,generation_birth
1452,chill,vinyl collector,distressed,badge,3,False,generation_birth
1453,nostalgic,Classical Musician,line art,full bleed,3,False,generation_birth
1454,chill,guitarist,vintage,centered stack,5,True,generation_birth
1455,chill,guitarist,Watercolor,centered stack,1,False,generation_birth
1456,chill,guitarist,vintage,full bleed,6,True,generation_birth
1457,nostalgic,classical musician,watercolor,centered stack,5,False,generation_birth
1458,rebellious,saxophonist,bold_graphic,full bleed,3,False,generation_birth
1459,chill,drummer,RETRO,full bleed,6,True,generation_birth
1460,rebellious,country fan,RETRO,badge,3,False,generation_birth
1461,PROUD,SAXOPHONIST,retro,full bleed,4,True,generation_birth
1462,funny,producer,Watercolor,centered stack,5,True,generation_birth
1463,PROUD,country_fan,bold graphic,scattered,4,True,generation_birth
1464,nostalgic,saxophonist,retro,full bleed,2,True,generation_birth
1465,proud,saxophonist,vintage,centered stack,2,True,generation_birth
1466,proud,COUNTRY FAN,line art,centered stack,5,True,generation_birth
1467,chill,producer,vintage,centered stack,3,True,generation_birth
1468,funny,metalhead,VINTAGE,full bleed,4,True,generation_birth
1469,funny,country fan,DISTRESSED,scattered,2,True,generation_birth
1470,funny,vinyl collector,retro,full bleed,2,True,generation_birth
1471,rebellious,vinyl collector,Watercolor,badge,1,False,generation_birth
1472,proud,metalhead,retro,centered stack,3,True,generation_birth
1473,CHILL,producer,DISTRESSED,scattered,1,True,generation_birth
1474,FUNNY,Vinyl Collector,Vintage,centered stack,5,True,generation_birth
1475,rebellious,classical musician,bold graphic,scattered,4,True,generation_birth
1476,NOSTALGIC,country fan,bold graphic,badge,6,False,generation_birth
1477,rebellious,drummer,bold graphic,full bleed,4,True,generation_birth
1478,funny,producer,watercolor,full bleed,5,True,generation_birth
1479,rebellious,saxophonist,Bold Graphic,scattered,3,True,generation_birth
1480,chill,country fan,bold graphic,full bleed,6,True,generation_birth
1481,proud,SAXOPHONIST,line art,centered stack,5,True,generation_birth
1482,FUNNY,drummer,Bold Graphic,badge,5,True,generation_birth
1483,nostalgic,producer,line art,scattered,3,False,generation_birth
1484,chill,saxophonist,watercolor,full bleed,5,True,generation_birth
1485,rebellious,METALHEAD,vintage,scattered,2,False,generation_birth
1486,Funny,guitarist,retro,full bleed,3,True,generation_birth
1487,Funny,metalhead,DISTRESSED,scattered,4,True,generation_birth
1488,nostalgic,country_fan,RETRO,scattered,6,True,generation_birth
1489,proud,vinyl collector,bold graphic,scattered,3,True,generation_birth
1490,nostalgic,guitarist,bold graphic,full bleed,1,True,generation_birth
1491,chill,country fan,LINE ART,full bleed,5,False,generation_birth
1492,Rebellious,saxophonist,Retro,full bleed,3,False,generation_birth
1493,NOSTALGIC,classical musician,watercolor,full bleed,5,True,generation_birth
1494,chill,country fan,retro,badge,3,True,generation_birth
1495,rebellious,guitarist,vintage,centered stack,3,True,generation_birth
1496,rebellious,metalhead,retro,badge,5,False,generation_birth
1497,nostalgic,country fan,bold graphic,badge,3,True,generation_birth
1498,Funny,drummer,Retro,centered stack,4,True,generation_birth
1499,funny,guitarist,BOLD GRAPHIC,badge,2,True,generation_birth
1500,proud,classical musician,line art,badge,3,True,generation_birth
1501,Proud,vinyl collector,vintage,centered stack,2,True,generation_birth
1502,funny,Classical Musician,RETRO,scattered,3,True,generation_birth
1503,chill,saxophonist,Line Art,scattered,3,False,generation_birth
1504,nostalgic,vinyl collector,Retro,centered stack,2,False,generation_birth
1505,Chill,vinyl collector,WATERCOLOR,badge,3,True,generation_birth
1506,nostalgic,drummer,watercolor,badge,3,True,generation_birth
1507,PROUD,metalhead,distressed,scattered,3,True,generation_birth
1508,funny,saxophonist,WATERCOLOR,full bleed,2,True,generation_birth
1509,proud,saxophonist,vintage,centered stack,2,False,generation_birth
1510,funny,vinyl collector,retro,full bleed,6,True,generation_birth
1511,nostalgic,saxophonist,retro,centered stack,2,False,generation_birth
1512,rebellious,metalhead,watercolor,scattered,5,False,generation_birth
1513,chill,vinyl collector,Watercolor,scattered,3,True,generation_birth
1514,nostalgic,GUITARIST,retro,badge,5,True,generation_birth
1515,rebellious,SAXOPHONIST,RETRO,scattered,3,True,generation_birth
1516,chill,vinyl collector,retro,badge,4,True,generation_birth
1517,proud,drummer,retro,badge,4,True,generation_birth
1518,PROUD,classical musician,vintage,full bleed,5,False,generation_birth
1519,Rebellious,guitarist,distressed,badge,6,True,generation_birth
1520,CHILL,drummer,bold graphic,full bleed,3,False,generation_birth
1521,nostalgic,metalhead,WATERCOLOR,centered stack,4,True,generation_birth
1522,rebellious,classical musician,Vintage,centered stack,4,True,generation_birth
1523,chill,guitarist,Line Art,scattered,2,True,generation_birth
1524,REBELLIOUS,DRUMMER,LINE ART,badge,4,True,generation_birth
1525,proud,COUNTRY FAN,watercolor,centered stack,5,True,generation_birth
1526,FUNNY,metalhead,line art,badge,5,False,generation_birth
1527,funny,guitarist,LINE ART,centered stack,3,True,generation_birth
1528,chill,drummer,Distressed,badge,3,True,generation_birth
1529,nostalgic,saxophonist,watercolor,scattered,1,True,generation_birth
1530,NOSTALGIC,country_fan,retro,full bleed,1,True,generation_birth
1531,chill,producer,Distressed,full bleed,5,False,generation_birth
1532,FUNNY,producer,watercolor,badge,2,True,generation_birth
1533,proud,SAXOPHONIST,line art,badge,3,False,generation_birth
1534,nostalgic,saxophonist,Vintage,full bleed,5,True,generation_birth
1535,rebellious,producer,distressed,scattered,3,True,generation_birth
1536,CHILL,Country Fan,vintage,badge,2,True,generation_birth
1537,funny,producer,distressed,full bleed,3,True,generation_birth
1538,NOSTALGIC,METALHEAD,bold_graphic,scattered,1,True,generation_birth
1539,chill,country fan,bold graphic,badge,2,True,generation_birth
1540,funny,saxophonist,line art,scattered,4,True,generation_birth
1541,funny,drummer,vintage,centered stack,4,True,generation_birth
1542,Proud,saxophonist,Distressed,scattered,2,True,generation_birth
1543,PROUD,vinyl collector,BOLD GRAPHIC,full bleed,6,False,generation_birth
1544,chill,guitarist,bold graphic,centered stack,6,True,generation_birth
1545,funny,saxophonist,vintage,full bleed,2,False,generation_birth
1546,chill,classical musician,vintage,badge,2,False,generation_birth
1547,FUNNY,saxophonist,Bold Graphic,centered stack,3,True,generation_birth
1548,nostalgic,Saxophonist,retro,badge,3,True,generation_birth
1549,NOSTALGIC,country fan,distressed,full bleed,1,True,generation_birth
1550,funny,guitarist,bold graphic,badge,2,True,generation_birth
1551,Proud,classical musician,VINTAGE,scattered,6,True,generation_birth
1552,nostalgic,drummer,LINE ART,badge,2,True,generation_birth
1553,FUNNY,metalhead,vintage,badge,1,True,generation_birth
1554,CHILL,vinyl_collector,Vintage,scattered,6,False,generation_birth
1555,chill,producer,retro,centered stack,2,True,generation_birth
1556,nostalgic,country fan,bold graphic,full bleed,4,True,generation_birth
1557,CHILL,vinyl collector,watercolor,scattered,3,False,generation_birth
1558,proud,PRODUCER,line art,full bleed,2,False,generation_birth
1559,proud,GUITARIST,bold graphic,centered stack,3,False,generation_birth
1560,proud,classical_musician,bold_graphic,centered stack,4,True,generation_birth
1561,rebellious,VINYL COLLECTOR,watercolor,scattered,3,True,generation_birth
1562,nostalgic,Producer,Retro,scattered,3,True,generation_birth
1563,chill,VINYL COLLECTOR,bold_graphic,scattered,4,True,generation_birth
1564,Nostalgic,Guitarist,Bold Graphic,scattered,3,True,generation_birth
1565,CHILL,metalhead,Line Art,centered stack,1,True,generation_birth
1566,funny,drummer,WATERCOLOR,full bleed,1,True,generation_birth
1567,funny,COUNTRY FAN,watercolor,badge,6,True,generation_birth
1568,Proud,country fan,DISTRESSED,badge,5,False,generation_birth
1569,Nostalgic,Drummer,bold graphic,full bleed,4,True,generation_birth
1570,Funny,Guitarist,retro,badge,4,False,generation_birth
1571,FUNNY,COUNTRY FAN,distressed,full bleed,4,True,generation_birth
1572,nostalgic,saxophonist,watercolor,badge,3,True,generation_birth
1573,proud,classical musician,retro,badge,2,True,generation_birth
1574,funny,producer,watercolor,centered stack,5,False,generation_birth
1575,chill,drummer,RETRO,badge,4,True,generation_birth
1576,rebellious,Country Fan,DISTRESSED,centered stack,2,True,generation_birth
1577,nostalgic,METALHEAD,vintage,centered stack,6,True,generation_birth
1578,proud,Vinyl Collector,vintage,centered stack,3,True,generation_birth
1579,CHILL,Classical Musician,retro,full bleed,6,False,generation_birth
1580,FUNNY,Classical Musician,retro,scattered,6,True,generation_birth
1581,Proud,Guitarist,vintage,centered stack,6,True,generation_birth
1582,chill,saxophonist,vintage,scattered,6,True,generation_birth
1583,chill,classical musician,bold graphic,scattered,2,True,generation_birth
1584,Funny,classical musician,Vintage,full bleed,2,True,generation_birth
1585,proud,classical musician,bold graphic,full bleed,2,True,generation_birth
1586,Rebellious,guitarist,LINE ART,scattered,6,True,generation_birth
1587,rebellious,metalhead,watercolor,full bleed,5,False,generation_birth
1588,rebellious,Country Fan,vintage,centered stack,3,True,generation_birth
1589,rebellious,guitarist,watercolor,badge,1,True,generation_birth
1590,CHILL,COUNTRY FAN,distressed,full bleed,3,True,generation_birth
1591,NOSTALGIC,metalhead,line art,centered stack,3,False,generation_birth
1592,proud,Metalhead,watercolor,full bleed,4,True,generation_birth
1593,funny,Vinyl Collector,retro,full bleed,4,True,generation_birth
1594,nostalgic,country fan,Distressed,centered stack,2,True,generation_birth
1595,nostalgic,Producer,line art,full bleed,6,True,generation_birth
1596,proud,metalhead,VINTAGE,badge,3,False,generation_birth
1597,nostalgic,drummer,watercolor,scattered,5,True,generation_birth
1598,funny,producer,retro,full bleed,3,False,generation_birth
1599,FUNNY,vinyl_collector,bold graphic,scattered,5,True,generation_birth
1600,proud,DRUMMER,distressed,centered stack,2,True,generation_birth
1601,chill,guitarist,Bold Graphic,full bleed,2,False,generation_birth
1602,FUNNY,vinyl collector,distressed,scattered,4,True,generation_birth
1603,PROUD,drummer,watercolor,centered stack,3,False,generation_birth
1604,rebellious,guitarist,LINE ART,badge,6,True,generation_birth
1605,REBELLIOUS,Country Fan,retro,scattered,6,True,generation_birth
1606,funny,producer,retro,full bleed,2,True,generation_birth
1607,rebellious,vinyl collector,Line Art,centered stack,1,True,generation_birth
1608,FUNNY,drummer,VINTAGE,scattered,3,False,generation_birth
1609,proud,vinyl collector,distressed,scattered,2,True,generation_birth
1610,nostalgic,producer,watercolor,badge,3,True,generation_birth
1611,nostalgic,drummer,bold graphic,full bleed,5,True,generation_birth
1612,nostalgic,guitarist,retro,centered stack,6,True,generation_birth
1613,Chill,SAXOPHONIST,watercolor,scattered,3,True,generation_birth
1614,Rebellious,producer,vintage,scattered,4,True,generation_birth
1615,funny,guitarist,watercolor,full bleed,4,True,generation_birth
1616,nostalgic,metalhead,bold graphic,centered stack,1,True,generation_birth
1617,rebellious,vinyl collector,watercolor,badge,5,True,generation_birth
1618,CHILL,VINYL COLLECTOR,retro,scattered,3,True,generation_birth
1619,proud,guitarist,distressed,badge,3,True,generation_birth
1620,FUNNY,country fan,retro,centered stack,5,True,generation_birth
1621,funny,vinyl_collector,bold graphic,scattered,3,True,generation_birth
1622,REBELLIOUS,country fan,Bold Graphic,scattered,3,True,generation_birth
1623,FUNNY,drummer,line art,badge,2,False,generation_birth
1624,chill,country_fan,Watercolor,badge,6,True,generation_birth
1625,chill,Metalhead,vintage,full bleed,2,True,generation_birth
1626,funny,metalhead,distressed,full bleed,4,True,generation_birth
1627,chill,producer,watercolor,scattered,2,False,generation_birth
1628,chill,vinyl collector,line_art,badge,4,True,generation_birth
1629,CHILL,metalhead,distressed,full bleed,4,False,generation_birth
1630,nostalgic,vinyl collector,line art,scattered,5,True,generation_birth
1631,proud,drummer,bold_graphic,full bleed,5,False,generation_birth
1632,FUNNY,guitarist,LINE ART,badge,5,True,generation_birth
1633,chill,drummer,Watercolor,full bleed,3,True,generation_birth
1634,nostalgic,Vinyl Collector,Line Art,centered stack,5,True,generation_birth
1635,Funny,metalhead,line art,scattered,3,True,generation_birth
1636,rebellious,guitarist,VINTAGE,scattered,3,False,generation_birth
1637,CHILL,country fan,watercolor,scattered,2,True,generation_birth
1638,FUNNY,metalhead,bold graphic,centered stack,2,True,generation_birth
1639,rebellious,classical musician,Vintage,full bleed,2,False,generation_birth
1640,Funny,CLASSICAL MUSICIAN,line_art,centered stack,4,True,generation_birth
1641,rebellious,metalhead,retro,scattered,3,True,generation_birth
1642,funny,metalhead,RETRO,badge,5,True,generation_birth
1643,nostalgic,saxophonist,retro,scattered,2,True,generation_birth
1644,funny,Producer,distressed,badge,1,True,generation_birth
1645,rebellious,producer,line art,full bleed,3,True,generation_birth
1646,PROUD,vinyl collector,bold graphic,badge,6,True,generation_birth
1647,rebellious,guitarist,Watercolor,badge,3,True,generation_birth
1648,rebellious,DRUMMER,watercolor,badge,4,True,generation_birth
1649,funny,DRUMMER,vintage,centered stack,4,True,generation_birth
1650,funny,vinyl collector,bold graphic,badge,1,True,generation_birth
1651,nostalgic,drummer,line art,full bleed,3,True,generation_birth
1652,nostalgic,saxophonist,vintage,badge,6,True,generation_birth
1653,rebellious,vinyl collector,watercolor,centered stack,2,False,generation_birth
1654,nostalgic,VINYL COLLECTOR,bold graphic,scattered,5,True,generation_birth
1655,chill,metalhead,RETRO,full bleed,3,True,generation_birth
1656,chill,vinyl collector,retro,full bleed,4,True,generation_birth
1657,CHILL,DRUMMER,DISTRESSED,full bleed,3,True,generation_birth
1658,proud,saxophonist,watercolor,centered stack,5,False,generation_birth
1659,rebellious,producer,watercolor,full bleed,3,False,generation_birth
1660,nostalgic,guitarist,vintage,badge,3,True,generation_birth
1661,proud,country fan,watercolor,centered stack,2,True,generation_birth
1662,proud,classical_musician,retro,badge,2,True,generation_birth
1663,funny,SAXOPHONIST,watercolor,badge,2,False,generation_birth
1664,nostalgic,CLASSICAL MUSICIAN,bold graphic,centered stack,4,True,generation_birth
1665,Proud,metalhead,DISTRESSED,badge,4,False,generation_birth
1666,rebellious,Drummer,vintage,badge,3,False,generation_birth
1667,Rebellious,guitarist,watercolor,centered stack,2,True,generation_birth
1668,rebellious,country fan,bold_graphic,centered stack,6,True,generation_birth
1669,Funny,Classical Musician,Watercolor,centered stack,5,True,generation_birth
1670,rebellious,Drummer,distressed,centered stack,3,False,generation_birth
1671,CHILL,vinyl collector,LINE ART,centered stack,3,True,generation_birth
1672,rebellious,producer,bold_graphic,centered stack,3,True,generation_birth
1673,rebellious,Vinyl Collector,Bold Graphic,centered stack,3,True,generation_birth
1674,funny,producer,retro,full bleed,6,True,generation_birth
1675,proud,vinyl collector,VINTAGE,full bleed,1,True,generation_birth
1676,funny,vinyl collector,watercolor,scattered,6,True,generation_birth
1677,funny,vinyl collector,vintage,full bleed,6,True,generation_birth
1678,chill,guitarist,distressed,centered stack,4,False,generation_birth
1679,nostalgic,drummer,DISTRESSED,centered stack,6,True,generation_birth
1680,rebellious,Metalhead,distressed,scattered,6,True,generation_birth
1681,FUNNY,guitarist,bold graphic,badge,2,True,generation_birth
1682,Nostalgic,metalhead,Distressed,scattered,3,True,generation_birth
1683,funny,Country Fan,line art,full bleed,3,True,generation_birth
1684,nostalgic,metalhead,retro,scattered,6,True,generation_birth
1685,Chill,guitarist,retro,badge,5,True,generation_birth
1686,chill,Vinyl Collector,BOLD GRAPHIC,full bleed,4,False,generation_birth
1687,rebellious,producer,retro,full bleed,5,True,generation_birth
1688,rebellious,classical musician,watercolor,scattered,3,False,generation_birth
1689,CHILL,Drummer,watercolor,full bleed,5,True,generation_birth
1690,proud,producer,vintage,full bleed,4,False,generation_birth
1691,proud,metalhead,Vintage,full bleed,1,True,generation_birth
1692,Nostalgic,guitarist,line art,scattered,3,True,generation_birth
1693,proud,producer,retro,badge,2,True,generation_birth
1694,nostalgic,drummer,bold graphic,badge,1,True,generation_birth
1695,proud,Metalhead,distressed,full bleed,5,True,generation_birth
1696,rebellious,vinyl collector,watercolor,badge,1,True,generation_birth
1697,Nostalgic,Drummer,Line Art,full bleed,5,False,generation_birth
1698,funny,country fan,bold graphic,centered stack,2,False,generation_birth
1699,rebellious,producer,retro,centered stack,5,False,generation_birth
1700,FUNNY,metalhead,watercolor,badge,2,True,generation_birth
1701,proud,country fan,vintage,centered stack,4,False,generation_birth
1702,NOSTALGIC,saxophonist,watercolor,full bleed,4,True,generation_birth
1703,rebellious,metalhead,line_art,full bleed,2,False,generation_birth
1704,proud,saxophonist,distressed,centered stack,1,False,generation_birth
1705,PROUD,Classical Musician,bold_graphic,scattered,4,True,generation_birth
1706,proud,COUNTRY FAN,retro,full bleed,5,False,generation_birth
1707,rebellious,metalhead,retro,centered stack,4,False,generation_birth
1708,PROUD,saxophonist,distressed,full bleed,3,True,generation_birth
1709,funny,Saxophonist,bold graphic,centered stack,2,False,generation_birth
1710,funny,metalhead,watercolor,full bleed,5,False,generation_birth
1711,funny,country fan,bold_graphic,full bleed,4,False,generation_birth
1712,proud,Saxophonist,VINTAGE,badge,2,True,generation_birth
1713,Chill,guitarist,WATERCOLOR,badge,4,True,generation_birth
1714,rebellious,DRUMMER,Line Art,centered stack,3,True,generation_birth
1715,rebellious,guitarist,vintage,centered stack,3,True,generation_birth
1716,proud,drummer,WATERCOLOR,scattered,3,True,generation_birth
1717,nostalgic,metalhead,retro,centered stack,6,True,generation_birth
1718,proud,Producer,vintage,scattered,3,True,generation_birth
1719,funny,guitarist,vintage,full bleed,4,True,generation_birth
1720,chill,country fan,retro,full bleed,5,False,generation_birth
1721,nostalgic,classical_musician,line_art,full bleed,5,False,generation_birth
1722,chill,classical musician,distressed,centered stack,3,True,generation_birth
1723,rebellious,metalhead,distressed,centered stack,4,True,generation_birth
1724,funny,metalhead,vintage,scattered,4,True,generation_birth
1725,Nostalgic,country fan,WATERCOLOR,badge,4,True,generation_birth
1726,rebellious,metalhead,vintage,scattered,2,True,generation_birth
1727,funny,Classical Musician,line_art,full bleed,2,False,generation_birth
1728,rebellious,metalhead,line_art,centered stack,4,True,generation_birth
1729,PROUD,country_fan,RETRO,badge,6,True,generation_birth
1730,funny,guitarist,bold graphic,full bleed,5,True,generation_birth
1731,Nostalgic,metalhead,watercolor,scattered,1,True,generation_birth
1732,CHILL,COUNTRY FAN,Watercolor,full bleed,4,False,generation_birth
1733,proud,drummer,vintage,scattered,4,True,generation_birth
1734,chill,country_fan,BOLD GRAPHIC,full bleed,3,True,generation_birth
1735,funny,guitarist,Vintage,badge,4,False,generation_birth
1736,chill,classical musician,line art,scattered,4,False,generation_birth
1737,chill,guitarist,line art,badge,4,True,generation_birth
1738,proud,saxophonist,vintage,full bleed,2,True,generation_birth
1739,REBELLIOUS,country_fan,bold graphic,full bleed,3,True,generation_birth
1740,proud,vinyl_collector,WATERCOLOR,scattered,2,True,generation_birth
1741,Nostalgic,VINYL COLLECTOR,line art,scattered,3,False,generation_birth
1742,FUNNY,Guitarist,WATERCOLOR,scattered,5,False,generation_birth
1743,chill,guitarist,bold_graphic,full bleed,6,True,generation_birth
1744,nostalgic,Country Fan,LINE ART,badge,2,False,generation_birth
1745,Chill,classical musician,vintage,badge,6,True,generation_birth
1746,proud,producer,distressed,full bleed,2,True,generation_birth
1747,rebellious,vinyl collector,vintage,scattered,3,False,generation_birth
1748,rebellious,saxophonist,watercolor,centered stack,3,True,generation_birth
1749,NOSTALGIC,METALHEAD,distressed,full bleed,5,True,generation_birth
1750,chill,producer,bold graphic,full bleed,2,False,generation_birth
1751,proud,country fan,Retro,badge,3,False,generation_birth
1752,nostalgic,Guitarist,watercolor,full bleed,4,False,generation_birth
1753,nostalgic,drummer,BOLD GRAPHIC,full bleed,4,False,generation_birth
1754,rebellious,METALHEAD,vintage,full bleed,3,True,generation_birth
1755,rebellious,guitarist,Watercolor,badge,2,False,generation_birth
1756,funny,metalhead,retro,scattered,3,True,generation_birth
1757,proud,guitarist,Distressed,centered stack,3,True,generation_birth
1758,chill,classical musician,VINTAGE,scattered,3,True,generation_birth
1759,Chill,metalhead,bold_graphic,centered stack,4,True,generation_birth
1760,chill,vinyl collector,retro,scattered,6,True,generation_birth
1761,chill,drummer,VINTAGE,badge,6,True,generation_birth
1762,chill,guitarist,vintage,full bleed,3,False,generation_birth
1763,PROUD,producer,WATERCOLOR,scattered,5,True,generation_birth
1764,rebellious,drummer,Watercolor,badge,2,True,generation_birth
1765,nostalgic,PRODUCER,Watercolor,scattered,3,True,generation_birth
1766,proud,SAXOPHONIST,bold graphic,centered stack,3,False,generation_birth
1767,Proud,Classical Musician,vintage,badge,5,True,generation_birth
1768,rebellious,metalhead,retro,badge,6,False,generation_birth
1769,chill,guitarist,distressed,scattered,2,False,generation_birth
1770,NOSTALGIC,saxophonist,retro,scattered,2,True,generation_birth
1771,nostalgic,SAXOPHONIST,retro,scattered,4,True,generation_birth
1772,Nostalgic,Producer,RETRO,full bleed,6,True,generation_birth
1773,FUNNY,guitarist,line art,scattered,5,True,generation_birth
1774,proud,vinyl collector,distressed,full bleed,6,True,generation_birth
1775,nostalgic,GUITARIST,vintage,full bleed,3,False,generation_birth
1776,CHILL,VINYL COLLECTOR,WATERCOLOR,badge,3,False,generation_birth
1777,rebellious,saxophonist,line_art,centered stack,2,True,generation_birth
1778,funny,vinyl collector,bold graphic,badge,2,False,generation_birth
1779,nostalgic,SAXOPHONIST,BOLD GRAPHIC,badge,3,False,generation_birth
1780,chill,VINYL COLLECTOR,retro,centered stack,4,True,generation_birth
1781,proud,Country Fan,distressed,centered stack,3,True,generation_birth
1782,rebellious,metalhead,line_art,full bleed,4,True,generation_birth
1783,PROUD,vinyl collector,bold_graphic,centered stack,4,True,generation_birth
1784,nostalgic,METALHEAD,retro,full bleed,1,False,generation_birth
1785,nostalgic,country fan,Watercolor,full bleed,2,True,generation_birth
1786,CHILL,guitarist,Watercolor,badge,2,False,generation_birth
1787,chill,metalhead,distressed,centered stack,5,True,generation_birth
1788,funny,Producer,watercolor,scattered,4,True,generation_birth
1789,proud,SAXOPHONIST,bold graphic,full bleed,5,True,generation_birth
1790,chill,classical_musician,Vintage,scattered,3,True,generation_birth
1791,Proud,guitarist,RETRO,centered stack,3,True,generation_birth
1792,REBELLIOUS,classical_musician,WATERCOLOR,full bleed,6,True,generation_birth
1793,chill,metalhead,line art,scattered,5,True,generation_birth
1794,chill,vinyl collector,VINTAGE,badge,1,True,generation_birth
1795,nostalgic,classical musician,retro,scattered,2,False,generation_birth
1796,nostalgic,COUNTRY FAN,distressed,scattered,3,False,generation_birth
1797,Chill,drummer,distressed,centered stack,2,False,generation_birth
1798,funny,Metalhead,Bold Graphic,centered stack,3,True,generation_birth
1799,rebellious,drummer,retro,badge,6,False,generation_birth
1800,chill,guitarist,bold_graphic,scattered,4,True,generation_birth
1801,NOSTALGIC,drummer,Bold Graphic,badge,2,True,generation_birth
1802,Proud,vinyl_collector,vintage,centered stack,2,True,generation_birth
1803,Chill,Producer,distressed,full bleed,5,True,generation_birth
1804,NOSTALGIC,vinyl_collector,watercolor,centered stack,4,True,generation_birth
1805,proud,vinyl_collector,retro,centered stack,2,True,generation_birth
1806,nostalgic,guitarist,watercolor,scattered,2,True,generation_birth
1807,nostalgic,PRODUCER,WATERCOLOR,scattered,6,False,generation_birth
1808,funny,Guitarist,WATERCOLOR,badge,3,True,generation_birth
1809,chill,drummer,watercolor,centered stack,2,False,generation_birth
1810,chill,saxophonist,bold graphic,centered stack,3,False,generation_birth
1811,proud,Metalhead,watercolor,badge,6,True,generation_birth
1812,REBELLIOUS,saxophonist,bold graphic,scattered,3,False,generation_birth
1813,rebellious,SAXOPHONIST,retro,centered stack,3,True,generation_birth
1814,chill,drummer,retro,full bleed,2,True,generation_birth
1815,REBELLIOUS,country fan,Watercolor,centered stack,4,True,generation_birth
1816,Rebellious,classical musician,bold graphic,full bleed,5,True,generation_birth
1817,nostalgic,VINYL COLLECTOR,watercolor,scattered,4,True,generation_birth
1818,chill,drummer,line art,full bleed,5,True,generation_birth
1819,nostalgic,saxophonist,WATERCOLOR,badge,5,True,generation_birth
1820,Nostalgic,METALHEAD,retro,full bleed,2,False,generation_birth
1821,proud,vinyl collector,RETRO,full bleed,5,True,generation_birth
1822,chill,producer,distressed,scattered,4,False,generation_birth
1823,Funny,classical musician,bold graphic,scattered,6,True,generation_birth
1824,proud,classical_musician,line_art,centered stack,3,True,generation_birth
1825,chill,metalhead,watercolor,badge,6,False,generation_birth
1826,nostalgic,vinyl collector,vintage,scattered,4,True,generation_birth
1827,CHILL,country_fan,distressed,centered stack,4,True,generation_birth
1828,chill,classical_musician,watercolor,full bleed,4,True,generation_birth
1829,chill,METALHEAD,watercolor,badge,6,False,generation_birth
1830,nostalgic,drummer,bold graphic,full bleed,4,True,generation_birth
1831,rebellious,GUITARIST,watercolor,centered stack,2,True,generation_birth
1832,rebellious,guitarist,Retro,full bleed,3,True,generation_birth
1833,proud,classical musician,Distressed,full bleed,1,True,generation_birth
1834,Funny,country fan,watercolor,full bleed,2,True,generation_birth
1835,rebellious,Drummer,watercolor,scattered,2,True,generation_birth
1836,nostalgic,GUITARIST,bold graphic,centered stack,3,False,generation_birth
1837,rebellious,saxophonist,RETRO,full bleed,5,True,generation_birth
1838,Nostalgic,producer,Distressed,centered stack,3,True,generation_birth
1839,nostalgic,country fan,Watercolor,scattered,2,True,generation_birth
1840,rebellious,classical musician,vintage,centered stack,2,False,generation_birth
1841,funny,Guitarist,DISTRESSED,centered stack,3,False,generation_birth
1842,rebellious,vinyl collector,RETRO,badge,2,True,generation_birth
1843,proud,guitarist,bold graphic,full bleed,2,True,generation_birth
1844,nostalgic,producer,vintage,scattered,4,True,generation_birth
1845,proud,classical musician,vintage,badge,4,False,generation_birth
1846,Chill,VINYL COLLECTOR,BOLD GRAPHIC,scattered,3,False,generation_birth
1847,Funny,GUITARIST,line art,scattered,3,True,generation_birth
1848,nostalgic,producer,distressed,badge,1,False,generation_birth
1849,funny,Metalhead,distressed,badge,5,True,generation_birth
1850,chill,classical musician,distressed,full bleed,2,True,generation_birth
1851,chill,Guitarist,bold graphic,badge,2,True,generation_birth
